"Chromosome","Start","Stop","Name","BioType","Function","Length","Fmean","Mmean","quotient","value"
"NC_052572.1",3797,36566,"gene-LOC121108491","protein_coding","Dbxref=CGNC:88367,GeneID:121108491",750,15.6262866666667,6.13237333333333,2.54816297333496,1.34945755126107
"NC_052572.1",45004,49916,"gene-LOC121108481","protein_coding","Dbxref=CGNC:88357,GeneID:121108481",654,1.34389733333333,6.83129333333333,0.196726632536152,-2.34573581430743
"NC_052572.1",52831,94122,"gene-LOC107050579","protein_coding","Dbxref=CGNC:73593,GeneID:107050579",1710.24,22.7927,19.5374666666667,1.16661491425023,0.222328423098795
"NC_052572.1",99688,140353,"gene-LOC121108244","protein_coding","Dbxref=CGNC:88120,GeneID:121108244",1446,37.6008666666667,32.7124666666667,1.14943538345218,0.200925365931406
"NC_052572.1",169136,201956,"gene-LOC121108245","protein_coding","Dbxref=CGNC:88121,GeneID:121108245",774,17.1924233333333,36.1935666666667,0.475013239001038,-1.07396037181225
"NC_052572.1",273466,469138,"gene-TCF4","protein_coding","Dbxref=CGNC:54603,GeneID:768612",2070,1.97190666666667,2.34735333333333,0.840055324720323,-0.251443750244428
"NC_052572.1",661892,695155,"gene-ATP8B1","protein_coding","Dbxref=CGNC:2363,GeneID:426857",3864,0.245699666666667,0.208568333333333,1.17802958263079,0.236375768522247
"NC_052572.1",695333,706895,"gene-NARS","protein_coding","Dbxref=CGNC:2238,GeneID:426856",1680,25.0116666666667,23.9773333333333,1.04313796363232,0.0609299788406916
"NC_052572.1",709240,723695,"gene-FECH","protein_coding","Dbxref=CGNC:2220,GeneID:374020",1096.15,6.56383,8.55858,0.766929794428515,-0.3828335769578
"NC_052572.1",727829,753165,"gene-ONECUT2","protein_coding","Dbxref=CGNC:65091,GeneID:100857974",1362,0.638162333333333,0.97965,0.651418703958897,-0.618342950957431
