"Chromosome","Start","Stop","Name","BioType","Function","Length","Fmean","Mmean","quotient","value"
"NC_052532.1",60808,79345,"gene-CARMIL3","protein_coding","Dbxref=CGNC:68591,GeneID:101749117",3282,1.67436333333333,1.98596666666667,0.843097400090636,-0.246228784585227
"NC_052532.1",79763,83193,"gene-DHRS4","protein_coding","Dbxref=CGNC:52723,GeneID:426247",815.363,178.067333333333,199.706,0.891647388327508,-0.165454801429767
"NC_052532.1",85609,88122,"gene-LOC121106805","protein_coding","Dbxref=CGNC:86686,GeneID:121106805",1848,1.21260133333333,0.235725333333333,5.14412819439574,2.36292659583742
"NC_052532.1",130937,295852,"gene-CLC2DL4","protein_coding","Dbxref=GeneID:100857569",1140,18.9766,19.2745,0.984544346156839,-0.0224719049721386
"NC_052532.1",144033,146764,"gene-LOC121113333","protein_coding","Dbxref=CGNC:93177,GeneID:121113333",754.365,11.3175366666667,14.9551266666667,0.756766353032115,-0.402080149170974
"NC_052532.1",150386,251040,"gene-LOC112532872","protein_coding","Dbxref=CGNC:85838,GeneID:112532872",672.536,33.2537333333333,43.8757333333333,0.757907180278848,-0.399906920304949
"NC_052532.1",157340,160056,"gene-LOC776463","protein_coding","Dbxref=GeneID:776463",597,11.2727333333333,11.3643,0.991942603885266,-0.0116714495632099
"NC_052532.1",163188,167315,"gene-LOC121113327","protein_coding","Dbxref=CGNC:93171,GeneID:121113327",860.021,17.4646333333333,18.9027666666667,0.923919426256826,-0.114161053211685
"NC_052532.1",174396,177013,"gene-LOC121113351","protein_coding","Dbxref=CGNC:93195,GeneID:121113351",597,3.34686666666667,2.99416666666667,1.11779571388812,0.160656548207623
"NC_052532.1",187294,189883,"gene-LOC121109244","protein_coding","Dbxref=CGNC:89110,GeneID:121109244",768,5.37678,3.40645666666667,1.57840845375008,0.658470588081524
"NC_052532.1",202153,205570,"gene-LOC121109239","protein_coding","Dbxref=CGNC:89105,GeneID:121109239",597,6.52995333333333,4.46413666666667,1.46275838329322,0.548691486487999
"NC_052532.1",219372,220976,"gene-LOC101747821","protein_coding","Dbxref=CGNC:67314,GeneID:101747821",612,0.236387666666667,5.06258,0.0466931222156819,-4.42064612969152
"NC_052532.1",235495,237160,"gene-LOC121113360","protein_coding","Dbxref=CGNC:93204,GeneID:121113360",597,4.24801333333333,5.16579666666667,0.822334599568056,-0.282202563612733
"NC_052532.1",254982,257868,"gene-LOC121113328","protein_coding","Dbxref=CGNC:93172,GeneID:121113328",756,6.3785,1.99895333333333,3.19091991475539,1.67397240052098
"NC_052532.1",261564,396399,"gene-LOC107055489","protein_coding","Dbxref=CGNC:78445,GeneID:107055489",595.972,59.5846666666667,53.6542,1.11053126626931,0.151250011576188
"NC_052532.1",263808,268117,"gene-LOC121106485","protein_coding","Dbxref=CGNC:86367,GeneID:121106485",663.63,24.7146666666667,21.3127333333333,1.15961975782865,0.21365181964215
"NC_052532.1",281015,284230,"gene-CLC2DL5","protein_coding","Dbxref=GeneID:776458",567.515,40.0899,57.3563666666667,0.698961638086094,-0.516714818201803
"NC_052532.1",302848,305571,"gene-LOC121109243","protein_coding","Dbxref=CGNC:89109,GeneID:121109243",768,16.6046333333333,19.8907666666667,0.834791016937507,-0.260513018933744
"NC_052532.1",332452,335004,"gene-LOC121113331","protein_coding","Dbxref=CGNC:93175,GeneID:121113331",618.977,10.7676,5.23688333333333,2.05610843599724,1.0399163520562
"NC_052532.1",364859,378030,"gene-LOC121109235","protein_coding","Dbxref=CGNC:89101,GeneID:121109235",1081.35,48.4994666666667,39.2485333333333,1.23570137652702,0.305330139151399
"NC_052532.1",410765,414113,"gene-CD69L","protein_coding","Dbxref=CGNC:50599,GeneID:417816",597,39.9391666666667,75.691,0.527660708230393,-0.922317536316811
"NC_052532.1",417860,422416,"gene-LOC124418404","protein_coding","Dbxref=GeneID:124418404",609,1.52801633333333,1.415573,1.07943308704908,0.110273814944996
"NC_052532.1",417860,421495,"gene-LOC121113329","protein_coding","Dbxref=CGNC:93173,GeneID:121113329",978,3.48428666666667,3.08162666666667,1.13066475714125,0.177171232683633
"NC_052532.1",429715,436651,"gene-LOC107049847","protein_coding","Dbxref=CGNC:72863,GeneID:107049847",792.719,11.7694333333333,11.7114333333333,1.00495242540765,0.00712720563003457
"NC_052532.1",444128,446305,"gene-LOC121113363","protein_coding","Dbxref=CGNC:93207,GeneID:121113363",978,0.316817666666667,0.450525333333333,0.703218316986984,-0.507955445506555
"NC_052532.1",456863,493923,"gene-GOLGB1","protein_coding","Dbxref=CGNC:7433,GeneID:426868",9531,3.17797666666667,2.95847666666667,1.07419358836699,0.103254015491992
"NC_052532.1",495336,507494,"gene-HCLS1","protein_coding","Dbxref=CGNC:7430,GeneID:426867",1546.12,4.12129666666667,4.78823,0.860714014712465,-0.216394134957546
"NC_052532.1",520731,524108,"gene-NME6","protein_coding","Dbxref=CGNC:7425,GeneID:426866",561,1.86930266666667,1.868721,1.00031126458506,0.000448989999558736
"NC_052532.1",524142,528113,"gene-RABL2A","protein_coding","Dbxref=CGNC:52914,GeneID:426865",725.363,1.17966333333333,1.70743066666667,0.690899698806706,-0.533451811968964
"NC_052532.1",529035,531524,"gene-ACR","protein_coding","Dbxref=CGNC:16917,GeneID:426864",1065,0.0691946666666667,0.259013,0.267147466214695,-1.90429176103878
"NC_052532.1",532303,537908,"gene-ARSA","protein_coding","Dbxref=CGNC:7409,GeneID:426863",1307.21,6.57539,5.92773666666667,1.10925811481729,0.149595107283754
"NC_052532.1",565904,848673,"gene-SHANK3","protein_coding","Dbxref=CGNC:68428,GeneID:101748950",5625,6.17146666666667,6.07242666666667,1.01630978938678,0.0233402283785177
